No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
202,WISEA J201218.06-564147.1,20h12m18.0628s,-56d41m47.121s,303.0752618,-56.6964227,G,16722.123514782,0.055779,UUN,8.30796400787637,17,0,49,10,6,2,0,1,2,0
205,WISEA J201247.49-565754.7,20h12m47.4928s,-56d57m54.793s,303.1978868,-56.9652205,G,15868.01480194,0.05293,SLS,8.32631992784321,7,0,17,7,3,0,0,0,0,0
206,WISEA J201328.56-564724.9,20h13m28.5698s,-56d47m24.939s,303.3690409,-56.790261,G,16566.53122908,0.05526,SLS,8.33112752272551,7,0,18,7,3,0,0,0,0,0
208,WISEA J201313.06-565554.6,20h13m13.0368s,-56d55m54.552s,303.30432,-56.93182,G,17477.9003014,0.0583,SLS,8.34676536086084,8,0,16,6,3,0,0,0,0,0
209,WISEA J201216.50-565802.8,20h12m16.5026s,-56d58m02.804s,303.0687612,-56.9674456,G,16550.04264389,0.055205,UUN,8.35164387402327,16,0,28,8,8,2,0,0,2,0
210,WISEA J201330.28-565205.4,20h13m30.2834s,-56d52m05.427s,303.3761809,-56.8681742,G,15981.93593598,0.05331,SLS,8.45701241846932,5,0,12,4,1,0,0,0,0,0
212,WISEA J201141.41-564441.1,20h11m41.4148s,-56d44m41.112s,302.9225619,-56.7447534,G,13535.6294787,0.04515,SLS,8.51734815598587,5,0,12,4,1,0,0,0,0,0
214,WISEA J201129.53-565156.1,20h11m29.5314s,-56d51m56.131s,302.8730477,-56.8655921,G,81840.34310942,0.27299,SLS,8.57617894164428,5,0,12,4,1,0,0,0,0,0
217,[OCN2009] J201333.42-564858.1,20h13m33.4200s,-56d48m58.100s,303.38925,-56.81613888889,G,13994.31193944,0.04668,SLS,8.65972328460929,2,0,0,1,1,0,0,0,0,0
218,WISEA J201138.55-564457.8,20h11m38.4960s,-56d44m57.624s,302.9104,-56.74934,G,16062.87989964,0.05358,SLS,8.67571715380239,4,0,12,4,1,0,0,0,0,0
219,WISEA J201257.03-565748.3,20h12m57.0356s,-56d57m48.308s,303.2376485,-56.9634189,G,16362.67235764,0.05458,SLS,8.68067470963812,7,0,36,8,2,0,0,0,0,0
220,WISEA J201148.32-565631.0,20h11m48.3253s,-56d56m31.031s,302.9513556,-56.9419533,G,16539.54990786,0.05517,SLS,8.76034685190456,5,0,18,5,1,0,0,0,0,0
221,WISEA J201154.92-564237.5,20h11m54.9266s,-56d42m37.546s,302.9788611,-56.7104297,G,15594.903872702,0.052019,UUN,8.76966293235009,8,0,27,6,3,2,0,0,1,0
222,WINGS J201333.84-565140.1,20h13m33.8378s,-56d51m40.136s,303.390991,-56.861149,G,14764.7785565,0.04925,SLS,8.83510313616588,4,0,0,3,1,0,0,0,0,0
223,WINGS J201240.60-564109.8,20h12m40.6056s,-56d41m09.744s,303.16919,-56.68604,G,17918.59521466,0.05977,SLS,8.86312919930186,6,0,0,5,2,0,0,0,0,0
225,LEDA 095845,20h13m37.2600s,-56d50m16.101s,303.40525,-56.83780583333,G,17975.55578168,0.05996,SLS,9.13709211936044,3,0,0,1,1,0,0,0,0,0
226,WISEA J201331.54-565339.1,20h13m31.5432s,-56d53m39.114s,303.3814303,-56.8941985,G,13880.091012942,0.046299,UUN,9.14025271971668,19,0,48,10,5,2,0,1,2,0
227,WISEA J201253.43-565831.6,20h12m53.5464s,-56d58m31.512s,303.22311,-56.97542,G,15930.97121812,0.05314,SLS,9.16541414142151,7,0,12,6,3,0,0,0,0,0
228,[OCN2009] J201335.89-564755.5,20h13m35.8999s,-56d47m55.500s,303.39958291667,-56.79875,G,374.7405725,0.00125,SLS,9.16792544838109,2,0,0,1,1,0,0,0,0,0
229,WISEA J201240.33-565859.8,20h12m40.3359s,-56d58m59.881s,303.1680663,-56.9833005,G,16020.90895552,0.05344,SLS,9.18006911267497,5,0,12,4,1,0,0,0,0,0
231,WISEA J201332.08-564606.9,20h13m32.0898s,-56d46m06.965s,303.3837078,-56.7686015,G,57946.88420682,0.19329,SLS,9.24805051647854,5,0,12,4,1,0,0,0,0,0
232,[OCN2009] J201134.63-564440.4,20h11m34.6399s,-56d44m40.401s,302.89433291667,-56.74455583333,G,13910.3700512,0.0464,SLS,9.2736949090815,1,0,0,1,1,0,0,0,0,0
233,WISEA J201134.71-564438.1,20h11m34.7155s,-56d44m38.193s,302.8946481,-56.7439426,G,13940.049504542,0.046499,SUN,9.28607635832564,13,0,29,7,4,2,0,1,2,0
234,WISEA J201150.76-564223.4,20h11m50.7622s,-56d42m23.487s,302.9615093,-56.7065242,G,15523.25347524,0.05178,SLS,9.28805890144464,5,0,12,4,1,0,0,0,0,0
235,WISEA J201136.11-565529.7,20h11m36.1122s,-56d55m29.704s,302.9004677,-56.9249179,G,18524.17597982,0.06179,SLS,9.2907192567731,14,0,29,10,6,2,0,0,2,0
238,WISEA J201156.77-564146.1,20h11m56.7793s,-56d41m46.148s,302.9865807,-56.6961524,G,16455.60801962,0.05489,SLS,9.36647103196058,5,0,18,5,1,0,0,0,0,0
239,WISEA J201125.98-564643.1,20h11m25.9834s,-56d46m43.191s,302.8582644,-56.7786644,G,15978.038634026,0.053297,UUN,9.39130667502439,7,0,18,5,2,0,0,0,0,0
240,WISEA J201124.44-565233.7,20h11m24.4488s,-56d52m33.492s,302.85187,-56.87597,G,17918.59521466,0.05977,SLS,9.40725937930846,6,0,12,6,2,0,0,0,0,0
241,WISEA J201121.68-564932.8,20h11m21.6720s,-56d49m32.916s,302.8403,-56.82581,G,84235.68484884,0.28098,SLS,9.42184758646972,6,0,12,5,2,0,0,0,0,0
243,[OCN2009] J201140.87-565632.3,20h11m40.8701s,-56d56m32.398s,302.92029208333,-56.94233277778,G,356.75302502,0.00119,SLS,9.47683038979658,2,0,0,1,1,0,0,0,0,0
244,WISEA J201334.82-565328.0,20h13m34.8120s,-56d53m28.032s,303.39505,-56.89112,G,14515.95081636,0.04842,SLS,9.47931264797319,7,0,17,7,3,0,0,0,0,0
245,WISEA J201333.30-565409.3,20h13m33.3064s,-56d54m09.388s,303.3887768,-56.9026078,G,17019.21784066,0.05677,SLS,9.57234224390947,7,0,17,7,3,0,0,0,0,0
247,WISEA J201215.89-564031.3,20h12m15.8947s,-56d40m31.376s,303.0662282,-56.6753823,G,17076.17840768,0.05696,SLS,9.60464940366362,1,0,12,2,1,0,0,0,0,0
248,WINGS J201213.22-564035.2,20h12m13.2120s,-56d40m35.220s,303.05505,-56.67645,G,14429.01100354,0.04813,SLS,9.62584988120249,1,0,0,1,1,0,0,0,0,0
251,WISEA J201152.62-564146.0,20h11m52.6214s,-56d41m46.088s,302.9692561,-56.6961358,G,17561.84218964,0.05858,SLS,9.66107512826662,5,0,18,5,1,0,0,0,0,0
252,WISEA J201128.58-564516.5,20h11m28.5826s,-56d45m16.509s,302.8690945,-56.7545859,G,17342.9936953,0.05785,UUN,9.66490348871685,14,0,48,9,5,2,0,1,1,0
253,WISEA J201124.64-565330.9,20h11m24.6240s,-56d53m31.416s,302.8526,-56.89206,G,36343.83968334,0.12123,SLS,9.6985577444576,5,0,12,5,1,0,0,0,0,0
254,[DZ2015] 046,20h11m46.0800s,-56d42m18.000s,302.942,-56.705,GGroup,16697.45,0.0556966980136638,SFO,9.74938213239546,1,0,0,1,1,0,0,0,0,0
256,WISEA J201339.81-565237.1,20h13m39.8140s,-56d52m37.178s,303.415892,-56.8769939,G,16524.56028496,0.05512,SLS,9.85267784279483,7,0,17,7,3,0,0,0,0,0
257,WISEA J201120.03-564751.5,20h11m20.0688s,-56d47m51.648s,302.83362,-56.79768,G,57602.12288012,0.19214,SLS,9.85440331090664,3,0,12,3,2,0,0,0,0,0
258,WISEA J201218.89-564006.9,20h12m18.8937s,-56d40m06.942s,303.0787238,-56.6685951,G,16323.6993381,0.05445,SLS,9.92923872930355,1,0,17,3,1,0,0,0,0,0
260,WISEA J201328.60-565559.9,20h13m28.6368s,-56d56m00.528s,303.36932,-56.93348,G,17339.99577072,0.05784,SLS,10.0085287006956,7,0,12,6,3,0,0,0,0,0
261,WISEA J201258.78-565911.3,20h12m58.7878s,-56d59m11.315s,303.2449492,-56.9864764,G,15940.864369234,0.053173,UUN,10.0437102712397,16,0,49,9,6,3,0,1,2,1
263,WISEA J201127.76-565521.8,20h11m27.7680s,-56d55m21.853s,302.8657001,-56.9227371,G,17843.64710016,0.05952,SLS,10.1545851659405,5,0,12,4,1,0,0,0,0,0
264,WISEA J201314.69-565806.3,20h13m14.6972s,-56d58m06.397s,303.3112385,-56.9684437,G,16458.6059442,0.0549,SLS,10.172737434313,5,0,17,5,1,0,0,0,0,0
265,WISEA J201130.44-565557.6,20h11m30.4752s,-56d55m57.684s,302.87698,-56.93269,G,19168.72976452,0.06394,SLS,10.1862072808719,6,0,12,6,2,0,0,0,0,0
267,WISEA J201230.16-570008.3,20h12m30.1646s,-57d00m08.325s,303.1256859,-57.0023125,G,15930.071840746,0.053137,UUN,10.2221857898821,7,0,27,5,2,2,0,0,1,0
272,WISEA J201121.87-564541.1,20h11m21.8764s,-56d45m41.116s,302.841152,-56.7614213,G,18098.47068946,0.06037,SLS,10.3036861796786,4,0,12,3,1,0,0,0,0,0
275,WISEA J201310.76-565843.2,20h13m10.7376s,-56d58m43.176s,303.29474,-56.97866,G,16800.36934632,0.05604,SLS,10.375981933955,7,0,12,6,3,0,0,0,0,0
276,WISEA J201127.51-564407.0,20h11m27.5137s,-56d44m07.060s,302.8646406,-56.7352946,G,16428.926490858,0.054801,UUN,10.3940386536039,40,0,57,16,8,7,0,1,4,0
277,WISEA J201217.02-570008.6,20h12m16.9272s,-57d00m08.820s,303.07053,-57.00245,G,16989.23859486,0.05667,SLS,10.3966470504051,7,0,12,6,3,0,0,0,0,0
278,WISEA J201130.16-565616.1,20h11m30.1661s,-56d56m16.147s,302.8756922,-56.9378188,G,18020.52465038,0.06011,SLS,10.4047331356968,8,0,20,6,2,0,0,1,0,0
279,WINGS J201115.11-565127.2,20h11m15.1536s,-56d51m27.108s,302.81314,-56.85753,G,16905.29670662,0.05639,SLS,10.4156600788231,6,0,0,5,2,0,0,0,0,0
280,WISEA J201315.19-564127.1,20h13m15.1680s,-56d41m26.880s,303.3132,-56.6908,G,16284.72631856,0.05432,SLS,10.4491151708692,7,0,12,6,3,0,0,0,0,0
281,WISEA J201139.57-564203.2,20h11m39.5765s,-56d42m03.262s,302.9149023,-56.7009062,G,16624.091381016,0.055452,UUN,10.5117406456522,8,0,19,5,2,0,0,0,0,0
282,WINGS J201209.78-563944.9,20h12m09.7924s,-56d39m44.787s,303.040802,-56.662441,G,17513.87539636,0.05842,SLS,10.5589321622879,5,0,0,3,1,0,0,0,0,0
285,WISEA J201123.66-564434.4,20h11m23.6687s,-56d44m34.471s,302.8486198,-56.7429087,G,17705.74256948,0.05906,SLS,10.5967437673287,5,0,12,4,1,0,0,0,0,0
286,WISEA J201346.07-564733.1,20h13m46.0728s,-56d47m33.141s,303.4419703,-56.7925393,G,16335.69103642,0.05449,SLS,10.6086598146185,11,0,29,8,4,2,0,0,1,0
287,WISEA J201340.22-565437.0,20h13m40.2258s,-56d54m37.057s,303.4176078,-56.9102936,G,16208.878826686,0.054067,UUN,10.6234193054919,9,0,28,6,3,2,0,0,1,0
288,WISEA J201348.11-564914.6,20h13m48.0840s,-56d49m13.836s,303.45035,-56.82051,G,18371.28182624,0.06128,SLS,10.6352476421924,6,0,12,6,2,0,0,0,0,0
289,WISEA J201255.06-563946.9,20h12m54.9840s,-56d39m46.548s,303.2291,-56.66293,G,17316.01237408,0.05776,SLS,10.6818571779849,6,0,12,6,2,0,0,0,0,0
290,WISEA J201200.14-564003.1,20h12m00.2040s,-56d40m03.180s,303.00085,-56.66755,G,14488.96949514,0.04833,SLS,10.7022229397895,7,0,12,6,3,0,0,0,0,0
291,WISEA J201342.14-565420.3,20h13m42.1465s,-56d54m20.316s,303.4256108,-56.9056434,G,225383.9699244,0.7518,PUN,10.7420954542358,4,0,30,5,1,0,0,0,0,0
292,ABELL S0854,20h11m24.0865s,-56d44m03.568s,302.85036047044,-56.73432445271,GClstr,16068.8752691321,0.0535999984,SUN,10.8182419911268,7,0,0,1,2,0,0,0,1,0
294,WISEA J201248.05-570031.9,20h12m48.0507s,-57d00m31.926s,303.2002113,-57.0088684,G,39314.78294212,0.13114,SLS,10.8822143336257,5,0,17,5,1,0,0,0,0,0
295,WISEA J201204.23-563938.3,20h12m04.2311s,-56d39m38.380s,303.0176297,-56.6606612,G,17783.988401018,0.059321,UUN,10.889654392576,15,0,29,7,4,2,0,1,1,0
297,WISEA J201111.28-564826.0,20h11m11.2891s,-56d48m26.085s,302.7970383,-56.807246,G,17798.67823146,0.05937,SLS,10.9383998756474,4,0,17,4,1,0,0,0,0,0
298,WINGS J201126.05-565625.1,20h11m26.0592s,-56d56m24.864s,302.85858,-56.94024,G,10789.53056342,0.03599,SLS,10.9398077761926,6,0,0,5,2,0,0,0,0,0
299,WISEA J201121.36-565529.4,20h11m21.4224s,-56d55m29.460s,302.83926,-56.92485,G,17987.54748,0.06,SLS,10.9597808366458,4,0,12,4,3,0,0,0,0,0
300,WISEA J201131.67-564226.7,20h11m31.6728s,-56d42m26.744s,302.8819702,-56.7074289,G,19288.64674772,0.06434,SLS,10.9894760798407,5,0,12,4,1,0,0,0,0,0
302,WISEA J201120.81-565539.3,20h11m20.8080s,-56d55m39.144s,302.8367,-56.92754,G,17663.77162536,0.05892,SLS,11.1142575149857,4,0,18,5,3,0,0,0,0,0
303,WISEA J201312.86-564025.4,20h13m12.8649s,-56d40m25.417s,303.303604,-56.6737272,G,68097.8568347,0.22715,SLS,11.128112901238,2,0,12,2,1,0,0,0,0,0
304,WISEA J201242.22-570056.0,20h12m42.2267s,-57d00m56.014s,303.1759449,-57.0155597,G,16463.1027711115,0.0549149998,SUN,11.1324911662084,9,0,27,6,3,2,0,0,2,0
305,WISEA J201155.16-563953.2,20h11m55.1663s,-56d39m53.228s,302.9798597,-56.6647857,G,18716.04315294,0.06243,SLS,11.1378118072596,5,0,12,4,1,0,0,0,0,0
307,2MASX J20132611-5641452,20h13m26.1336s,-56d41m44.772s,303.35889,-56.69577,G,17283.0352037,0.05765,SLS,11.1744091938463,10,0,15,7,4,2,0,0,2,0
308,WISEA J201233.98-563844.5,20h12m33.9984s,-56d38m44.772s,303.14166,-56.64577,G,17244.06218416,0.05752,SLS,11.1807609917694,6,0,12,6,2,0,0,0,0,0
310,WINGS J201138.95-565838.0,20h11m38.9640s,-56d58m37.920s,302.91235,-56.9772,G,15205.47346976,0.05072,SLS,11.2004304709173,6,0,0,5,2,0,0,0,0,0
311,[OCN2009] J201108.56-564927.4,20h11m08.5699s,-56d49m27.400s,302.78570791667,-56.82427777778,G,30851.64185278,0.10291,SLS,11.2164919374817,2,0,0,1,1,0,0,0,0,0
312,WISEA J201207.30-563909.5,20h12m07.3025s,-56d39m09.538s,303.0304272,-56.6526495,G,98373.89716812,0.32814,SLS,11.2179745854473,2,0,18,3,1,0,0,0,0,0
313,WISEA J201324.47-564127.8,20h13m24.4416s,-56d41m27.528s,303.35184,-56.69098,G,38175.57160172,0.12734,SLS,11.2326500648921,2,0,12,3,1,0,0,0,0,0
314,WISEA J201108.83-564843.7,20h11m08.8320s,-56d48m43.704s,302.7868,-56.81214,G,17567.8380388,0.0586,SLS,11.2360224009552,4,0,12,4,3,0,0,0,0,0
315,WISEA J201109.35-564810.3,20h11m09.2808s,-56d48m09.900s,302.78867,-56.80275,G,16302.71386604,0.05438,SLS,11.2502094657717,7,0,12,6,3,0,0,0,0,0
316,WISEA J201108.28-564925.5,20h11m08.2857s,-56d49m25.594s,302.7845241,-56.8237762,G,30866.63147568,0.10296,SLS,11.2566682762443,5,0,12,4,1,0,0,0,0,0
317,WISEA J201249.71-570051.6,20h12m49.7376s,-57d00m51.984s,303.20724,-57.01444,G,17175.10991882,0.05729,SLS,11.2599353403916,4,0,12,4,3,0,0,0,0,0
319,WISEA J201330.96-565748.6,20h13m30.9662s,-56d57m48.680s,303.3790261,-56.9635224,G,16242.75537444,0.05418,SLS,11.4228711068879,10,0,28,6,2,2,0,0,2,0
322,WISEA J201232.07-570126.0,20h12m32.0664s,-57d01m25.932s,303.13361,-57.02387,G,17073.1804831,0.05695,SLS,11.5175159046123,6,0,12,6,2,0,0,0,0,0
323,WISEA J201305.11-570028.1,20h13m05.1138s,-57d00m28.167s,303.2713075,-57.0078242,G,16559.935795004,0.055238,UUN,11.5615428876847,15,0,28,7,5,2,0,1,1,0
325,WISEA J201113.83-565501.0,20h11m13.8144s,-56d55m00.984s,302.80756,-56.91694,G,11661.9266162,0.0389,SLS,11.6519613930869,7,0,12,6,3,0,0,0,0,0
326,WISEA J201105.35-565040.6,20h11m05.3544s,-56d50m40.596s,302.77231,-56.84461,G,16905.29670662,0.05639,SLS,11.6685069628503,6,0,12,6,2,0,0,0,0,0
327,WISEA J201337.24-565712.2,20h13m37.2487s,-56d57m12.250s,303.4052029,-56.953403,G,50116.30520386,0.16717,SLS,11.6698322057462,6,0,44,7,2,2,0,0,1,0
328,WISEA J201355.48-565117.1,20h13m55.4825s,-56d51m17.102s,303.4811774,-56.8547506,G,15147.913317824,0.050528,UUN,11.700159634481,11,0,45,8,4,2,0,0,1,0
335,WISEA J201215.03-563818.6,20h12m15.0338s,-56d38m18.645s,303.0626411,-56.6385125,G,16806.065403022,0.056059,UUN,11.7981006366194,11,0,29,6,3,2,0,0,1,0
336,WISEA J201333.39-565801.2,20h13m33.4800s,-56d58m02.172s,303.3895,-56.96727,G,14575.90930796,0.04862,SLS,11.8262448778365,6,0,12,6,2,0,0,0,0,0
337,2MASX J20115068-5700272,20h11m50.6287s,-57d00m27.136s,302.960953,-57.007538,G,16261.942091752,0.054244,UUN,11.8574337076003,13,0,17,6,4,2,0,1,1,0
338,WISEA J201117.21-565618.4,20h11m17.2183s,-56d56m18.452s,302.821743,-56.9384591,G,18224.083729362,0.060789,UUN,11.8751266890357,13,0,29,7,6,2,0,1,2,0
339,WISEA J201106.29-564701.1,20h11m06.2947s,-56d47m01.110s,302.7762281,-56.7836417,G,15710.024176574,0.052403,UUN,11.8833405010708,8,0,27,5,2,2,0,0,1,0
340,WISEA J201103.61-565040.5,20h11m03.5961s,-56d50m40.671s,302.764984,-56.844631,G,16713.4295335,0.05575,SLS,11.9085242370046,5,0,12,4,1,0,0,0,0,0
341,WISEA J201243.12-563804.6,20h12m43.1328s,-56d38m04.308s,303.17972,-56.63453,G,17115.15142722,0.05709,SLS,11.9708824101094,6,0,12,6,2,0,0,0,0,0
342,WISEA J201317.46-563940.6,20h13m17.4623s,-56d39m40.647s,303.3227598,-56.661291,G,82170.11481322,0.27409,SLS,12.0949237259124,5,0,12,4,1,0,0,0,0,0
343,[OCN2009] J201224.45-570159.5,20h12m24.4500s,-57d01m59.599s,303.101875,-57.03322194444,G,3576.52402394,0.01193,SLS,12.1048139678256,1,0,0,1,1,0,0,0,0,0
344,WISEA J201311.78-570037.8,20h13m11.7840s,-57d00m37.908s,303.2991,-57.01053,G,39467.6770957,0.13165,SLS,12.1056112009372,6,0,12,5,2,0,0,0,0,0
346,WISEA J201200.78-570119.9,20h12m00.7882s,-57d01m19.985s,303.0032844,-57.0222181,G,15046.883259478,0.050191,UUN,12.1146652302808,14,0,28,8,6,2,0,0,2,0
349,WINGS J201301.48-563832.2,20h13m01.4796s,-56d38m32.211s,303.256165,-56.642281,G,4383.0,0.014620114292535,SUN,12.1468019445553,6,0,0,5,1,0,0,0,0,0
351,WISEA J201311.25-563906.6,20h13m11.2598s,-56d39m06.679s,303.296916,-56.6518555,G,44732.03265818,0.14921,SLS,12.1648704482291,5,0,12,5,1,0,0,0,0,0
354,WISEA J201140.95-563945.7,20h11m40.9574s,-56d39m45.724s,302.9206561,-56.6627013,G,15766.08536622,0.05259,SLS,12.2163443668249,5,0,12,4,1,0,0,0,0,0
355,WISEA J201359.61-565122.5,20h13m59.5608s,-56d51m21.996s,303.49817,-56.85611,G,16131.83216498,0.05381,SLS,12.2632863617735,6,0,12,6,2,0,0,0,0,0
356,WISEA J201316.58-570026.7,20h13m16.5672s,-57d00m26.820s,303.31903,-57.00745,G,70277.34800436,0.23442,SLS,12.2638418657637,6,0,12,5,2,0,0,0,0,0
357,WISEA J201142.53-570018.3,20h11m42.5397s,-57d00m18.384s,302.927249,-57.0051068,G,17609.80898292,0.05874,SLS,12.2791502372219,7,0,12,6,3,0,0,0,0,0
358,WISEA J201120.98-564203.2,20h11m20.9834s,-56d42m03.227s,302.8374312,-56.7008964,G,16947.26765074,0.05653,SLS,12.3508801616889,21,0,29,9,9,3,0,1,2,0
360,WISEA J201138.66-570005.2,20h11m38.6615s,-57d00m05.282s,302.9110897,-57.0014674,G,61367.5161526,0.2047,SLS,12.3894943807213,5,0,12,4,1,0,0,0,0,0
362,WISEA J201401.19-564923.7,20h14m01.1909s,-56d49m23.744s,303.5049622,-56.8232623,G,80854.0259226,0.2697,PUN,12.416529375637,5,0,31,7,1,0,0,0,0,0
363,WISEA J201145.64-563903.9,20h11m45.6000s,-56d39m04.100s,302.94,-56.65113888889,G,287.80075968,0.00096,SLS,12.4732560945668,2,0,12,2,1,0,0,0,0,0
364,ABELL 3667:[SCS92] 161,20h14m01.2741s,-56d51m38.914s,303.50530880517,-56.86080954936,G,17244.9618613265,0.057523001,SUN,12.5310103285391,1,0,0,1,1,0,0,0,1,0
365,WISEA J201101.24-565246.2,20h11m01.2168s,-56d52m46.848s,302.75507,-56.87968,G,15454.3012099,0.05155,SLS,12.5354207255228,6,0,12,6,2,0,0,0,0,0
367,WISEA J201320.26-570028.1,20h13m20.2615s,-57d00m28.107s,303.3344229,-57.0078077,G,14444.00062644,0.04818,SLS,12.5477278480968,5,0,18,5,1,0,0,0,0,0
368,WISEA J201239.39-570226.2,20h12m39.4344s,-57d02m25.476s,303.16431,-57.04041,G,16146.82178788,0.05386,SLS,12.5671535598257,6,0,12,6,2,0,0,0,0,0
370,WINGS J201100.79-564702.5,20h11m00.7920s,-56d47m02.256s,302.7533,-56.78396,G,34709.97078724,0.11578,SLS,12.6106279018482,5,0,0,4,1,0,0,0,0,0
371,WISEA J201124.75-564104.0,20h11m24.7500s,-56d41m04.023s,302.853125,-56.6844509,G,17181.10576798,0.05731,UUN,12.6295742595019,14,0,28,7,4,2,0,1,2,0
372,[OCN2009] J201100.52-564702.1,20h11m00.5201s,-56d47m02.198s,302.75216708333,-56.78394388889,G,34730.9562593,0.11585,SLS,12.647083201134,1,0,0,1,1,0,0,0,0,0
373,WINGS J201356.39-565439.0,20h13m56.3808s,-56d54m38.916s,303.48492,-56.91081,G,21273.27281968,0.07096,SLS,12.6520812441791,6,0,0,5,2,0,0,0,0,0
374,WISEA J201345.28-565724.1,20h13m45.3600s,-56d57m24.048s,303.439,-56.95668,G,15559.2285702,0.0519,SLS,12.6687824073234,6,0,12,6,2,0,0,0,0,0
375,WISEA J201140.83-563910.9,20h11m40.8385s,-56d39m10.995s,302.9201606,-56.6530542,G,17462.9106785,0.05825,SLS,12.7107493937586,5,0,18,5,1,0,0,0,0,0
379,WISEA J201139.79-570041.6,20h11m39.7957s,-57d00m41.607s,302.9158157,-57.0115575,G,64410.4096013,0.21485,SLS,12.8063578954746,5,0,18,5,1,0,0,0,0,0
380,WISEA J201229.32-570243.7,20h12m29.3261s,-57d02m43.751s,303.1221921,-57.0454866,G,99597.05039676,0.33222,SLS,12.813529563283,5,0,18,5,1,0,0,0,0,0
381,2CXO J201152.4-563811,20h11m52.4516s,-56d38m11.206s,302.968548359428,-56.6364462475511,XrayS,268943.8140718,0.8971,PUN,12.8379759859797,2,0,17,3,1,2,0,0,0,0
382,2MASX J20111398-5657231,20h11m14.0400s,-56d57m23.583s,302.8085,-56.956551,G,18588.031773374,0.062003,UUN,12.8412129770452,14,0,16,5,4,2,0,0,2,0
385,WISEA J201350.67-564305.2,20h13m50.6714s,-56d43m05.258s,303.4611312,-56.7181274,G,14998.61667374,0.05003,SLS,12.9321431101746,5,0,18,5,1,0,0,0,0,0
386,WISEA J201100.42-564556.2,20h11m00.4204s,-56d45m56.238s,302.7517518,-56.7656217,G,17783.089023644,0.059318,UUN,12.9576175549488,15,0,29,7,4,2,0,1,2,0
387,WISEA J201332.88-565941.4,20h13m32.8896s,-56d59m41.447s,303.3870401,-56.9948464,G,14464.9860985,0.04825,SLS,12.9627669627658,5,0,18,5,1,0,0,0,0,0
388,WISEA J201358.25-565451.2,20h13m58.2504s,-56d54m51.211s,303.4927103,-56.9142255,G,16374.66405596,0.05462,SLS,12.9654769464538,14,0,19,8,6,0,0,0,1,0
390,WISEA J201252.30-563717.9,20h12m52.3083s,-56d37m17.926s,303.2179514,-56.6216461,G,16668.4606648,0.0556,SLS,12.9675956183571,5,0,18,5,1,0,0,0,0,0
391,[DZ2015] 045,20h13m48.4800s,-56d57m21.600s,303.452,-56.956,GGroup,15993.468,0.053348466825006,SFO,12.991613823378,1,0,0,1,1,0,0,0,0,0
392,WISEA J201342.80-565826.9,20h13m42.6336s,-56d58m27.048s,303.42764,-56.97418,G,18641.09503844,0.06218,SLS,13.030715834947,6,0,12,6,2,0,0,0,0,0
393,WISEA J201402.01-565335.9,20h14m02.0162s,-56d53m35.949s,303.5084012,-56.8933194,G,37869.78329456,0.12632,SLS,13.0376530448916,5,0,18,5,1,0,0,0,0,0
398,WINGS J201111.09-564233.8,20h11m11.0952s,-56d42m33.588s,302.79623,-56.70933,G,6886.23276026,0.02297,SLS,13.1324129399643,6,0,0,5,2,0,0,0,0,0
399,WISEA J201130.67-563939.2,20h11m30.6778s,-56d39m39.249s,302.8778245,-56.6609026,G,16530.55613412,0.05514,SLS,13.1366554501608,5,0,18,5,1,0,0,0,0,0
400,WISEA J201305.50-570210.0,20h13m05.5088s,-57d02m10.014s,303.2729534,-57.036115,G,15424.3219641,0.05145,SLS,13.1480391318642,5,0,12,4,1,0,0,0,0,0
402,2MASS J20105329-5650216,20h10m53.2939s,-56d50m21.667s,302.722058,-56.839352,G,19294.942389338,0.064361,UUN,13.3013723726858,12,0,7,5,3,0,0,0,1,0
403,ABELL 3667:[SCS92] 052 NOTES01,20h10m53.2399s,-56d50m21.098s,302.72183291667,-56.83919388889,G,9298.06290499453,0.0310149994,SUN,13.3084706633314,2,0,0,1,1,0,0,0,1,0
404,WISEA J201243.01-570308.6,20h12m43.0188s,-57d03m08.694s,303.1792451,-57.0524151,G,44621.10944872,0.14884,SLS,13.3379475867127,5,0,12,4,1,0,0,0,0,0
406,WISEA J201356.33-565623.5,20h13m56.3337s,-56d56m23.558s,303.484724,-56.9398773,G,61304.55973642,0.20449,SLS,13.3926968167042,5,0,12,4,1,0,0,0,0,0
407,WISEA J201054.92-564700.8,20h10m54.9292s,-56d47m00.827s,302.728872,-56.7835631,G,15604.1974389,0.05205,SLS,13.3982755224398,5,0,18,5,1,0,0,0,0,0
408,WISEA J201121.04-564026.8,20h11m21.0504s,-56d40m26.508s,302.83771,-56.67403,G,16413.6370755,0.05475,SLS,13.4306560336773,4,0,12,4,3,0,0,0,0,0
409,WISEA J201329.94-570040.3,20h13m29.9413s,-57d00m40.343s,303.3747557,-57.0112064,G,36541.70270562,0.12189,SLS,13.4709448185772,5,0,12,4,1,0,0,0,0,0
411,WISEA J201316.27-563755.4,20h13m16.2768s,-56d37m55.480s,303.31782,-56.6320778,G,88924.43889196,0.29662,SLS,13.5358130085176,5,0,18,5,1,0,0,0,0,0
